number,name,goals,two_min,card,team,date,game_id,league_id,league_name
77,Marion Müller,1,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
94,Julia Grimm,3,0,None,TuS Finkenwerder,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Minnette Flaig,5,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Luisa Fechner,0,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Anthea-Margareta Meyer,7,1,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Lena Preuß,3,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
6,Lale Mareen Bruß,0,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Anna Maria Schierholz,0,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Emilia Herbert,0,1,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Finja Helmcke,10,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Anne Kruschewski,1,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Pia-Kathleen Höflich,2,2,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Emma Neumann,0,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Lara-Marie Kruse,0,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Charlotte Gellersen,0,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Corinna Hoops,1,0,None,HG Hamburg-Barmbek,2024-11-09 16:00:00,handball4all.hamburg.7841591,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Henrike Andersson,5,0,yellow,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Tamara Michaelis,3,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
6,Lena Respondek,1,1,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Janne Kuska,6,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Kim Andersson,4,0,yellow,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Julia Bornhold,1,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Vanessa Beyer,2,1,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Annika Piorreck,0,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Janne Hackbart,4,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Selina Hentschel,0,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
15,Amy Zur,0,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
17,Alina Gries,0,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
22,Mariesa Trosch,0,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
99,Vanessa Timpe,7,0,None,HSG Bergedorf/VM,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Julia Haase,0,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Melina Dreyer,1,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Aylin Möhlmann,1,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Silja Janina Seemann,0,2,yellow,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Isabelle Knobbe,0,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Gül Klatt,9,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
21,Nina Ralfs,2,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
23,Melina Heinze,0,1,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
25,Vanessa Klein,1,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
27,Katharina Falke,1,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
28,Nele Gülck,0,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
29,Liza Wesseloh,1,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
33,Vanessa Thoms,2,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
77,Jona Levke Pfannschmidt,2,0,None,Niendorfer TSV 2,2024-11-10 15:00:00,handball4all.hamburg.7841576,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Emma Luisa Momeier,1,1,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
6,Rebecca Schraudolf,0,0,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Jannica Exner,3,0,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Emily Gerdau,0,0,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Katrin Strecke,3,0,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
17,Svantje Siebert,5,0,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
21,Helen Jill Könemann,0,0,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
22,Melanie Schlueter,0,0,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
23,Sarah Helf,0,0,yellow,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
82,Kirsten Mertgen,2,0,yellow,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
86,Nadine Blietz,3,1,None,Ahrensburger TSV 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Sabrina Eggelmeyer,2,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Lina Lange,1,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Alicia von Appen,0,0,yellow,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Madlin Rieboldt,10,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Lena Paltian,4,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Giulia Bölkow,0,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Daliah Fricke,3,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
18,Vivien Ratjen,2,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
31,Miriam Rump,1,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
40,Laura Trede,5,0,yellow,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
43,Jana Teegen,0,0,None,HT Norderstedt 2,2024-11-10 15:45:00,handball4all.hamburg.7841581,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Maria Bernhard,1,2,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Aline Buttelmann,2,1,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Johanna Tiedemann,2,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Anna Rathjen,6,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Karina Vidal,3,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Laura König,0,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
15,Luisa Horn,2,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Claudia Höpner,0,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
18,Tabea Engelke,2,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
19,Jana Mintenig,2,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
21,Philina Becker,2,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
22,Nadège Späth,0,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
31,Alina Volkmar,0,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
33,Yvonne Jagszent,0,0,None,TH Eilbeck 2,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Kathrin Kahnert,0,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Rica Andrea Rummel,2,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Antonia Schütt,0,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
6,Laura Altendorf Blanco,0,0,yellow,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Lisa Lieberam,0,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Lena Lieberam,3,1,yellow,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Fiene Meier,0,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Kristin Fock,4,1,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Jette-Sophie Höhne,1,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
15,Malin Plum,1,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
17,Annabelle Witzens,2,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
29,Larissa Lieberam,1,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
77,Marion Müller,2,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
94,Julia Grimm,1,0,None,TuS Finkenwerder,2024-11-16 18:00:00,handball4all.hamburg.7841601,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Julia Haase,0,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
3,Jaclyn Bahlburg,1,1,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Melina Dreyer,0,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Jenny Hagemann,0,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Aylin Möhlmann,1,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Silja Janina Seemann,1,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Finja Hamann,2,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
14,Gül Klatt,4,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
21,Nina Ralfs,4,1,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
25,Vanessa Klein,3,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
27,Katharina Falke,2,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
28,Nele Gülck,0,0,None,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
33,Vanessa Thoms,0,0,yellow,Niendorfer TSV 2,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Negar Monir,0,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Lynn Oppermann,3,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
4,Gyde Hansen,7,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Viktoria Jung,5,0,yellow,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Carolin Ahrens,1,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
10,Svenja Rothenstein,0,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Isabella Dettlaff,1,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
12,Celina Holst,0,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
24,Sezen Zeynep Özcan,1,1,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
40,Julia Böhmann,1,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
51,Annika Jäschke,0,0,None,HSV/Hamm 02,2024-11-16 18:00:00,handball4all.hamburg.7841621,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
1,Meike Denkewitz,0,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
2,Sabrina Eggelmeyer,5,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
5,Lina Lange,4,1,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
7,Alicia von Appen,1,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
8,Marina Steinmetz,2,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
9,Madlin Rieboldt,9,0,yellow,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
11,Lena Paltian,1,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
13,Daliah Fricke,1,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
16,Eva Michel,0,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
18,Vivien Ratjen,0,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
31,Miriam Rump,0,0,None,HT Norderstedt 2,2024-11-17 14:00:00,handball4all.hamburg.7841616,handball4all.hamburg.126886,Hamburger HV - Frauen Landesliga (Gruppe 2)
