number,name,goals,two_min,card,team,date,game_id,league_id,league_name
40,Benjamin Boje,0,0,None,TuS Esingen,2024-10-13 17:45:00,handball4all.hamburg.7840131,handball4all.hamburg.126991,Männer Oberliga (100)
43,Kaan Bal,2,0,None,TuS Esingen,2024-10-13 17:45:00,handball4all.hamburg.7840131,handball4all.hamburg.126991,Männer Oberliga (100)
50,Tim Niklas Heinkel,0,0,None,TuS Esingen,2024-10-13 17:45:00,handball4all.hamburg.7840131,handball4all.hamburg.126991,Männer Oberliga (100)
94,Eik Meybohm,2,0,yellow,TuS Esingen,2024-10-13 17:45:00,handball4all.hamburg.7840131,handball4all.hamburg.126991,Männer Oberliga (100)
99,Julian Babecki,1,0,yellow,TuS Esingen,2024-10-13 17:45:00,handball4all.hamburg.7840131,handball4all.hamburg.126991,Männer Oberliga (100)
6,Niklas Jeenicke,4,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
10,Simon Rix,3,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
16,Marlon Broecker,0,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
17,Marcel Kehr,1,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
21,Marcos Luarte Correas,0,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
22,Joel Artzt,2,0,yellow,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
23,Daniel Römer,0,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
29,Jascha Rix,0,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
32,Finn Julian Stüber,0,1,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
55,Tim Blunck,2,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
69,David Müller-Alpe,1,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
76,Jan Leon Petersohn,0,0,yellow,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
77,Yannick Wrede,4,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
92,Paul Riesner,2,0,None,TSV Ellerbek 2,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
8,Jannick Rechter,1,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
10,Tobias Haan,1,1,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
14,Jan Niklas Richters,0,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
20,Max Lemke,6,0,yellow,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
22,Tino Kohrt,4,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
25,Finn Ruhnau,0,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
31,Timo Okun,7,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
34,Max Ruhnau,3,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
40,Benjamin Boje,0,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
50,Tim Niklas Heinkel,0,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
94,Eik Meybohm,6,0,None,TuS Esingen,2024-10-26 16:00:00,handball4all.hamburg.7840366,handball4all.hamburg.126991,Männer Oberliga (100)
1,Jonas Meier,0,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
4,Lukas Creutz,2,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
5,Janes von Holten,4,1,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
6,Tobias Finck,0,1,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
10,Florian Höpner,0,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
12,Sven Sommer,1,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
13,Janis Mewes,2,2,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
17,Finn Simcsak,2,0,yellow,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
19,Niklas Finck,0,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
21,Clarence Clauss,3,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
23,Ludolph Matthies,2,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
24,Sebastian Kielhorn,3,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
29,Joel Frost,8,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
89,Andreas Trick,2,0,None,TuS Finkenwerder,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
1,Simon Tobias Schwarz,0,0,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
2,Christian Arndt,1,2,yellow,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
9,Jesper Koch,0,1,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
10,Mattis Butt,0,0,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
12,Philipp Fornacon,0,0,yellow,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
13,Niklas Grunwald,5,1,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
17,Stefan Orlando Baran Cambero,0,0,red,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
21,Raphael Höfer,3,1,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
22,Luca Schultze,7,0,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
24,Simon Vornhusen,5,0,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
36,Per Johan Lipka,0,2,yellow,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
44,Lukas Deelmann,7,0,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
73,Per Ole Hatten,0,0,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
85,Dominik Janoska,2,0,None,SG Hamburg-Nord 2,2024-10-26 18:00:00,handball4all.hamburg.7839991,handball4all.hamburg.126991,Männer Oberliga (100)
5,Jan Rabe,1,1,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
10,Felix Henka,4,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
13,Florian Pfeiffer,1,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
16,Robin Noack,0,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
17,Frederik Gadeberg,0,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
20,Jesko Sauerland,1,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
22,Jarik Teegen,6,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
23,Jannik Genz,3,1,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
24,Pascal Kühl,6,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
25,Tom Minners,4,0,yellow,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
34,Linus de la Motte,0,1,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
43,Jan-Owe Hinsch,1,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
57,Finn Ole Maciejewski,5,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
85,Willow Nowacki,1,0,None,HT Norderstedt,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
1,Hendrik Janert,0,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
2,Tjorben Voss,1,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
3,Lars Zwillus,0,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
4,Jakob Cornelius Munzke,1,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
6,Torben Schülbe,1,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
7,Christoph Heinzel,1,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
8,Lasse Timm,10,1,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
9,David Schröder,0,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
12,Peter Bergmann,0,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
13,Jan Neumann,4,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
17,Alexander Farr,1,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
20,Yannik Voß,5,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
77,Malte Hell,0,0,None,TSV Uetersen,2024-11-01 20:00:00,handball4all.hamburg.7840186,handball4all.hamburg.126991,Männer Oberliga (100)
8,Jannick Rechter,1,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
10,Tobias Haan,1,0,yellow,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
14,Jan Niklas Richters,5,1,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
19,Matti Theophile,0,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
20,Max Lemke,10,1,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
22,Tino Kohrt,5,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
25,Finn Ruhnau,0,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
31,Timo Okun,6,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
34,Max Ruhnau,2,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
43,Kaan Bal,0,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
50,Tim Niklas Heinkel,0,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
87,Dario Harms,0,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
94,Eik Meybohm,0,0,None,TuS Esingen,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
1,Matthias Worms,0,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
3,Skalde Olof Runge,2,1,yellow,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
5,Kevin Fechner,0,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
6,Arne Dohren,4,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
9,Keno Spelsberg,4,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
10,Benjamin Bethge,0,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
11,Jelle Ploen,0,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
13,Arno Holzhaus,2,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
21,Lars Bente,7,1,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
33,Malte Röpcke,0,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
77,Denisz Koleszar,3,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
87,Maximilian Kaufmann,1,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
97,Finn-Max Röpcke,0,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
99,Moritz Siggel,1,0,None,FC St. Pauli 2,2024-11-01 20:30:00,handball4all.hamburg.7840171,handball4all.hamburg.126991,Männer Oberliga (100)
1,Marvin Morres,0,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
2,Markus Reiser,1,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
3,Steffen Cordes,1,1,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
4,Finn Johannes Rahn-Marx,1,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
8,Friso Dirks,0,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
10,Arne Bonke,0,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
11,Andreas Engel,7,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
12,Lars Von Elm,0,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
13,Niklas Dorendorf,3,1,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
17,Thies Wohlleben,2,1,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
18,Christian Harders,1,0,red,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
27,Thorben Lippert,3,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
31,Paul Jahnke,2,0,yellow,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
87,Julian Ulrich,0,0,None,TH Eilbeck,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
5,Tobias Popp,1,1,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
6,Niklas Jeenicke,5,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
7,Tiago Lourosa Couto,2,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
10,Simon Rix,1,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
16,Marlon Broecker,0,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
17,Marcel Kehr,0,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
21,Marcos Luarte Correas,0,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
22,Joel Artzt,0,1,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
23,Daniel Römer,6,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
33,Robin Stutzbach,0,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
55,Tim Blunck,5,0,yellow,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
76,Jan Leon Petersohn,0,1,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
77,Yannick Wrede,0,0,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
92,Paul Riesner,4,1,None,TSV Ellerbek 2,2024-11-02 18:00:00,handball4all.hamburg.7840166,handball4all.hamburg.126991,Männer Oberliga (100)
2,Sören Fritsch,1,1,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
3,Valentin Schmuggerow,6,0,yellow,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
7,Thorben Kuhlmann,4,1,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
13,Colin Dominique Hannig,0,0,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
16,Ben Kamin,0,0,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
17,Finn Hoyer,0,0,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
22,Carl-Simon Ullfors,5,0,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
25,Konstantin Schmuggerow,3,0,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
27,Bjarne Bucken,3,0,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
32,Peer Kurschus,3,1,red,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
39,Maurice Mannhaupt,1,0,None,1. HC Quickborn,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
1,Lasse-Jonas Thies,0,0,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
7,Bjarne Jessen,5,1,yellow,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
11,Danny Bohlken,5,0,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
17,Jan Niclas Mühlbrandt,1,1,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
24,Nicolas Philippi,1,1,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
25,Nikolai Swiedelsky,1,0,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
29,Hans Gustav Giest,5,2,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
30,Clemens Doll,7,2,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
55,Bahne Witschel,1,0,red,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
77,Boye Witschel,5,1,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
90,Florian Neukirchen,2,0,None,HSG Elbvororte,2024-11-02 18:00:00,handball4all.hamburg.7840176,handball4all.hamburg.126991,Männer Oberliga (100)
1,Jonas Meier,0,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
4,Janes von Holten,6,1,yellow,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
5,Lucas Harrie,1,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
6,Tobias Finck,1,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
7,Thees Köhn,1,1,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
9,Nico Erdmann,0,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
10,Florian Höpner,1,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
12,Sven Sommer,0,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
13,Janis Mewes,5,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
17,Finn Simcsak,2,2,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
19,Niklas Finck,2,1,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
21,Clarence Clauss,8,0,None,TuS Finkenwerder,2024-11-02 18:00:00,handball4all.hamburg.7840181,handball4all.hamburg.126991,Männer Oberliga (100)
